Mixture,Mac_CD163,Neu_CD16b,Mac_IL1B,Mono_CCNL1,Mono_IFI30,pDC_LILRA4,Mono_JUN,Neu_CD66b,cDC_CD1C,Mac_CD74_CD49d,Mac_LY6E,Mono_PLBD1,Mono_VCAN,Mono_S100A10,Mono_CYP11B1,Mono_APOC1,Mono_MPO,pDC_JCHAIN,Mac_CD74_MT1X,Mac_TLR4,CD8T_FGFBP2,CD8T_MKI67,CD4T_MAL,CD4T_LTB,CD8T_CD160,CD8T_CD226,gdT_TRGC1_TRDC,CD8T_LEF1,CD8T_LYAR,CD4T_FOXP3,CD8T_IFIT3,CD4T_SF1,CD8T_TYMS,CD8T_CCL5,MAIT_SLC4A10,CD8T_CXCR4,CD4T_ANXA1,CD8T_HAVCR2,CD4T_CD52,CD8T_CD16,NK_NKTR,NK_CD56,NK_ITGB1,NK_GZMH,NK_PRF1,NK_CCL3,NK_IKZF2,NK_CD16,NK_PDCD4,NK_MT1X,NK_IFNG,NK_ADGRG1,NK_CREM,NK_IFI6,NK_HLADRA,B_IgM_IgD_TCL1A,B_IgM_IgD_FOXP1,B_CD24_TXNIP,B_IgM_IgD_CD69,Plasma_IgA_IgG_SDC1,B_CD11c_HLADR,B_CD11b_ANXA2,B_IgM_IgD_FCRL1,B_IgM_IgD_CD24_CD1c,Plasma_IgM_IgA_CD27,B_CD24_IER2,Plasma_IgA_IgG_MKI67,Plasma_IgA_IgG_CD27,Plasma_IgA_IgG_IGLC1,B_CD34,Plasma_IgM_IgA_IgG,P-value,Correlation,RMSE
TARGET.20.PANTPW.09A,0.00333990726079145,0,0,0,0,0.0169274520046122,0.116109794949873,0,0.0702817948142203,0.0149179387800883,0.0134620511615223,0,0.0642104787002983,0,0.0339163119818261,0,0.126416901651152,0.00274001429816923,0.0459072689494587,0.00787664837676955,0,0.00424350175203873,0,0.0069079061463742,0,0,0.0254885423996277,0.0116353862446807,0,0,0.00131421730276226,0,0.00309320462294263,0,0,0,0.0253183418519953,0.0182701881718407,0.00100042154662893,0.0136198659252055,0,0.00150747050294397,0.0178644296863187,0.00865833729103521,0.03557744321457,0,0.0225224502075309,0,0,0,0.0265732951352892,0,0.0535175420049344,0.0153406302872865,0.0237242390354447,0.00940120521466613,0.0135552533434762,0.0198480418308084,0.0481733666827654,0,0.0143889196761485,0,0,0,0.0105359368118623,0.00553792626259962,0.0153857436668464,0,0,0.0086415037679872,0.0222481264846082,0,0.507129584589982,0.862805074401491
TARGET.20.PARCCH.03A,0,0,0,0,0,0.0424527799272857,0.0542387153390673,0.00374815768081774,0.00370231182755304,0.0132901313322923,0.0480951309476663,0,0,0,0.050762495809017,0.0256952435630141,0.0328107553609395,0,0,0.0157699320587226,0.0243599853034041,0.0990897596821981,0,0,0.0131263501908475,0,0,0.00264354507442557,0,0.00040324791658398,0.0128008791313055,0.0404755077216361,0.0449640753947902,0,0,0,0.00390710252442441,0,0.0362841736653801,0.0138400802013903,0,0,0,0.00540705170361562,0.0199644117643473,0,0,0,0,0,0.147042692494801,0,0.0201682298036951,0,0,0,0,0.0324767625898935,0.110053259018082,0.00531518077254071,0.0079538602608287,0,0.0361262589223811,0,0,0,0.0253138531351139,0,0.00092996211837199,0.00678811676356682,0,0.00600000000000001,0.235837323539349,0.994342416948262
TARGET.20.PARMZF.09A,0.0304573006212078,0,0,0.124981476107833,0,0.0375290814372368,0.167673342046982,0,0.0649720299463761,0,0.0540914076347221,0,0.00193807337126228,0.0534031210453711,0.0339759161066145,0.00629917511263841,0.0243561580772838,0,0.0247319207851836,0.0246144695987973,0,0,0,0.0384118746154877,0,0,0.0138445400462133,0.00782484030070434,0,0,0,0.00723909385271249,0.024243403095495,0,0,0,0,0.0172045122650613,0.00839299995864945,0.00012705203637421,0,0,0.0134983097790259,0,0.0267183658057562,0,0.00306951057929459,0,0.032953113674596,0,0.0114223481312252,0.0101343299768858,0.000125719382960228,0,0.00835700837399672,0.0227424381002657,0.00219300592481506,0.0421934471097726,0.0286950088101378,0,0.0122152697410965,0,0,0,0.00231779050514947,0,0.00368152616859513,0,0.000635346404127027,0.0039360564103824,0.00879961705971039,0.00600000000000001,0.220731628492333,1.04544955606399
TARGET.20.PASMGW.09A,0.00467616439665202,0.00140421204611382,0,0.0674824265725724,0,0.0326868015850447,0.0734240854715797,0,0.0882966377843418,0,0.0551132929814072,0,0,0,0.00275601333590935,0.0521474936057395,0.170066401833263,0,0.0472080817565215,0.0327698363129665,0.00371909139050222,0.00354922186427574,0.00274239636937744,0.0159740139663266,0.00922853784788897,0.00827228829150945,0.0119427217642433,0,0.00344013037544759,0,0,0.00257468508828901,0.0100942305619739,0,0,0,0,0.0200318720633164,0,0,0,0,0.0358187893082184,0.00704955602664074,0.0182276614011931,0,0,0,0.0089195908559673,0,0.0160525420401656,0.0438891328855545,0.0401341449082827,0,0,0.00907687192396722,0,0.0280366746085833,0.0225468475952999,0,0,0,0,0,0.0111854009007989,0.00987631212870151,0.017008689184357,0,0,0,0.0125771489670081,0,0.531595869326366,0.850359742609084
TARGET.20.PARDMG.09A,0,0,0,0.0786828068752203,0,0.0153760740429353,0.150146172799345,0,0.0589356270538868,0,0.0444297490128303,0,0,0.0288172751484882,0,0.0142381096346706,0.166569021564625,0,0.0313543261384768,0.0343891019257031,0,0,0,0.0270628880039581,0,0,0.00896586049266476,0.00720459425241334,0,0,0.00386706614922423,0.0140729308458361,0.0114217975296009,0,0,0.00455676168141657,0.00151929004946833,0.0199163039946503,0,0,0,0,0.0329185051296476,0.0199643732841063,0.0176305250307852,0,0.0244148816350105,0,0.0197990883971976,0,0,0.0148070408036974,0.014085035271077,0,0.0193288878032836,0.00801262205663925,0.0108563650512496,0.0338146495890545,0.0313448183827569,0,0.00452313749490869,0,0,0,0.00752231932060944,0,0.00277034885102121,0,0.000367397984769671,0,0.0163142467187718,0,0.502198497183561,0.871793401715192
TARGET.20.PASMHY.03A,0.0090513116321543,0,0,0.183634596045984,0,0.0229362690720157,0.191773789747907,0,0,0,0.0875223711395983,0,0,0.00718773571160067,0,0.000187097243806218,0.132135725174806,0,0.0214918432078953,0.0390613642588396,0.00901229572432595,0.0102214559317073,0,0.0372423157063001,0.00557947195707116,0.00958781302913793,0.00113475083423823,0,0.00260153792653681,0,0,0.00939855678733873,0,0,0,0,0,0.0176753169258969,0,0,0,0,0.0297040715838762,0,0.00021596455733132,0.0234175445194637,0,0,0.0230714578359677,0,0,0.0260210956593451,0.0297715849446602,0,0.000856700848720453,0,0,0.0305629123221799,0.0213294830911392,0.00097215403574888,0.00563732989093353,0,0.00272241262730069,0.00157820660176109,0.00104488078142429,0,0.00565858264298744,0,0,0,0,0.002,0.333409070263997,0.997583489058895
TARGET.20.PARASV.03A,0.000776569140453073,0,0,0.0321188964749943,0,0.00981113240531014,0,0,0.183776413659207,0,0.0441171202662374,0,0.00457046908973522,0,0,0.0136335400268283,0.290818093436256,0,0.0895441766225107,0.0229805216827009,0.00173140468942546,0.00893103909251525,0.00905899283703919,0.00783167537856908,0,0,0.011539133380727,0,0.00756445194462068,0.000226325840478841,0,0,0.00744195419921035,0,0.00334396019968685,0.012506318792113,0,0,0,0.000103518827095367,0,0,0.0209961648385856,0.0261094233492825,0.0377916504185312,0,0.00550847164153314,0,0.0240758241113713,0,0.0366665675798234,0.0168613251844414,0.0091045907442209,0,0,0.00553654152497176,0.0029869704399367,0.00891480184395024,0.0118868245318959,0,0.00839943328564127,0.00726279657666145,0,0,0.00345937690834856,0,0,0,0,0,0.0120135290350907,0,0.530925047437708,0.858936267472574
TARGET.20.PAKIWK.09A,0,0,0,0.087380336547521,0,0.0658230376969925,0.0662643699332503,0,0.00652222944151399,0,0.0330831187564641,0,0.0284133903858807,0,0.0166933874537854,0.00645725256216064,0.0323552337463358,0,0.0127244909271042,0.0248847075577561,0.0151378839519145,0.0913070767268579,0,0,0,0,0.00180572425434168,0,0,0,0.0148967796423274,0.0426729166182769,0.0174964758303204,0,0,0.0281318136288016,0,0.00822380075090752,0,0.0189083904249752,0,0,0.0185556396996555,0,0.0341155454551099,0,0,0,0.0109935375269584,0,0.00278708933347177,0.0147650217891423,0.0518454752994085,0,0,0.0331400583388137,0.000748455683558198,0,0.00752816343653977,0,0,0,0,0.0548323285544048,0.0481004665112367,0,0.0502576842616111,0,0,0,0.0531481172726016,0,0.506666860516325,0.86171101397105
TARGET.20.PASYJI.09A,0,0.00511372046034592,0.00545992083521985,0,0,0.025043731461686,0.0862008128481586,0,0.0750093066870741,0,0,0.00743093475564154,0.0968490663109849,0.0310169755477321,0,0.0113310616060139,0.146263064196481,0,0.00555761315026283,0,0,0.00835261796146313,0,0,0,0,0.0118439917402319,0.0154356796858116,0,0,0.0231132484278199,0.0423999656945757,0,0,0,0,0.0199058790882869,0,0.00279787616422392,0.012638963472942,0.0120608350920792,0,0.014132333494784,0.0719454147029632,0.0161022388734915,0,0.0503379460580891,0,0,0,0,0,0.0127700413485385,0,0,0.0500183119903416,0.0314777430288172,0,0,0,0.0119928765907491,0.0103715326917966,0,0,0.00635523783893452,0.0535759505190642,0,0,0.00213136122494315,0.00633775966073604,0.0186259867897156,0,0.532237909944545,0.846256749260659
TARGET.20.PASWAT.09A,0,0.0316101242556338,0.00464770511354015,0.11280283356754,0,0.0382121127146861,0.0518609889604624,0,0.0131498428982406,0,0,0.0158639393089674,0.00929815545951868,0.0146113432117463,0,0.0274779617761085,0.0219948232238286,0,0.00371184237466034,0,0,0.0184026019815637,0,0,0.00373159739088413,0,0.0146933628841183,0.00504671555165003,0,0,0.0410120350838945,0.0873987149056002,0,0,0,0.00815078748034586,0.0307547486957872,0,0.0139144707607253,0.0706335865944684,0.0238567718989235,0,0.00547925549694145,0.107565666131699,0.0219517642320199,0,0.0595766074514434,0.0212868317567378,0,0,0,0,0.028773912227373,0,0,0.0321035210907436,0.00640381034410344,0,0,0,0,0.00400070314253035,0,0.00171295036977611,0.00458637430628873,0.0241334806123556,0.010259882776346,0,0,0,0.00932817396874768,0.00600000000000001,0.275385307221595,0.979850651228991
TARGET.20.PANLLX.09A,0,0,0,0.0379317312023458,0,0.093611758383387,0.0940999271146191,0,0.0234187599856071,0,0,0,0,0.0131910365836022,0.0383750543401787,0.00995442597534463,0.000972090663112996,0,0.000796071773050619,0.0654123939384782,0,0.0458227605556839,0,0.000694286194008967,0,0.017930091755094,0.00634410187457985,0,0.0110259538329735,0,0,0.0338913107713022,0,0,0,0.0224284718701141,0,0.0126137638531146,0.0140803839832462,0.0685613317817139,0.0106943307770897,0.0130294766228341,0,0,0.0248818875157211,0,0,0,0,0,0.0104155112043187,0.0396400353482334,0.0844907927097991,0.0165833580731741,0,0,0,0,0.0677715904520216,0,0.00493853051324112,0,0,0,0.00266747329905218,0.0433835802805789,0.0362665448628114,0,0,0.0181108862755538,0.0159702956340132,0.00600000000000001,0.266799869807362,0.978222570330488
TARGET.20.PASWLN.09A,0.0074670427338241,0.0210777564505706,0,0.074512168500327,0,0.0359487035277926,0,0,0.0151265343175022,0.0265124196368681,0,0,0.00114157353184724,0,0,0.0210729516772302,0.00822859052943384,0,0,0,0,0.0085415860363251,0,0,0.0271455208731374,0,0.00582185075544313,0,0,0,0.0453410200019893,0.128734145213598,0,0,0,0,0,0.00378781274918307,0.025694077876412,0.0848821349879356,0.0287405147784482,0.0422236599810629,0,0.110000688483784,0,0,0.0366714059989839,0,0,0.0070110451475425,0,0.00183939311222263,0.086315528942154,0,0,0,0,0.0125658932723288,0.0314875754636458,0.0112090800453993,0,0,0.029730354643511,0,0.0113855315492105,0,0.049783439182287,0,0,0,0,0.00700000000000001,0.201238467743311,1.00757528645962
TARGET.20.PASPKE.09A,0.000365982065317167,0.0310023656078279,0,0.0290571325649257,0,0.0355885596731337,0.0559659575918105,0,0.0992405345934408,0,0,0,0.047984627897879,0,0,0,0.0324048831404687,0,0.00183194248592354,0.0361471443787389,0,0.00243726954010126,0,0,0.0190780423509854,0.00215483374347702,0,0,0,0,0.0285246386746052,0.0577560650952128,0,0,0,0.00269952573849815,0.00903313498330232,0,0.0157175795637485,0.0728093022173729,0.00830727765174108,0.0403146634561607,0.00815945307647642,0.0325923219216521,0,0,0.0107846301520684,0,0,0,0,0.0128569953326794,0.0812152052536126,0,0.0151928556557064,0.00741897570369613,0,0,0.0786221988210827,0,0.00882223902313748,0.00572439706319013,0,0,0.0138013909698752,0.0472960477603762,0.0174860468521828,0,0.00339914658168548,0.0071302167046145,0.0210764161132926,0.001,0.441507846686205,0.896970621173584
TARGET.20.PAKVGI.09A,0.0158281879064318,0,0,0.119354777996444,0,0.0711655240853932,0.123785507963305,0,0,0,0.0295824743723541,0,0,0.00618108202031331,0.00551488669517105,0.0224465560678565,0.0842942543687479,0,0.0258285261812869,0.0493219294273188,0,0.0481416193421095,0,0.0150266506274228,0.00109751723417714,0.0109407844956106,0.00480546958174036,0,0.00471318566544822,0,0,0.00205486101020642,0.00937261520951015,0,0,0,0,0.0117088311169176,0,0,0,0,0.0312510326752141,0,0.00550116004082056,0.0117950018827505,0,0,0.000535583448562056,0,0.0108925360937702,0.0371664571998581,0.0311766798135386,0.0120760615855146,0,0,0,0.0253847154297776,0.0406062299372621,0,0,0,0.00870318713573081,0.00815140398245477,0.0252370897594542,0,0.0453772203049726,0,0,0.00784112899878584,0.0371392703437678,0.001,0.453805566022436,0.897457412344404
TARGET.20.PASVYA.09A,0,0.0664273224145711,0,0.0741723480525742,0,0.0208235331636857,0.0706143687256294,0,0,0,0,0.00161448164080299,0.160653245336725,0.0256013262821844,0,0.0407559339592543,0.0989081984441609,0,0,0.0336474663407325,0,0.0109655167937233,0.0109319547311463,0,0,0.000340723381670216,0.0102995813115158,0.00236915255271729,0.00230346999000895,0,0.0237088608000907,0.0482019235689386,0,0,0,0.0228816020597822,0.00326039574565436,0,0,0.00882089701419601,0.0227758759161913,0.00729937150492,0,0.0612066793355118,0.0212471825080826,0,0.0110171274079281,0.0228598684018594,0,0,0,0,0.0330707535288039,0,0,0.0204179389146421,0.0128198350685797,0.00463071162941977,0,0,0,0,0,0.00981087899770759,0.00545853496805071,0,0.00309664013810453,0,0,0,0.0269862993704341,0,0.590943080520605,0.806961733727423
TARGET.20.PARKCX.09A,0.000505993350533872,0,0,0.0746416859172731,0,0.0139738005674125,0.0719133004995566,0,0.0846550541264841,0,0.0764718857624981,0,0,0,0.0250318382956119,0.0115775734099443,0.113033851727137,0,0.0550429937923822,0.0387007942547785,0.0194824820235078,0.0059003468536361,0,0.0234864228197923,0,0,0.0197821376845526,0.00158884626017865,0,0,0,0.0119355912150197,0.00649412095957266,0,0,0.0307434038846086,0,0.00455855669518693,0,0,0,0,0.0287840587958678,0.0304117849194575,0.0403501528863579,0,0,0,0.0214853337577258,0,0.0478799511509176,0.0226977919689598,0.00742039760915279,0,0,0.0222198710930206,0.0109956619290642,0.0319391820799504,0.009326141483579,0,0.0113538388228024,0,0,0,0.00487348796546307,0,0.0130320353500974,0,0,0,0.00770963008791645,0,0.536882445737261,0.843787933602031
